,road,id,model_type,name,lat,lon,length,condition
0,N1,100001,source,Start of Road  after Jatrabari Flyover infront of filling station.,23.7060278,90.443333,0.0,None
1,N1,100002,link,Link,23.702383230000002,90.45109703999995,1800.0,None
2,N1,100003,bridge,.,23.69873866,90.4588610799999,11.3,A
3,N1,100004,link,Link,23.70189927628375,90.49103761317559,7176.000000000001,None
4,N1,100005,bridge,Kanch pur Bridge.,23.7050598925675,90.5232141463513,394.23,A
5,N1,100006,link,Link,23.7007299897392,90.529156563228,1566.9999999999984,None
6,N1,100007,bridge,KATCHPUR BOX CULVERT,23.6964000869109,90.5350989801047,8.0,B
7,N1,100008,link,Link,23.695395350523498,90.5363365287958,337.00000000000153,None
8,N1,100009,bridge,NOYAPARA CULVERT,23.6943906141361,90.5375740774869,6.3,A
9,N1,100010,link,Link,23.694346500525953,90.53764072472475,16.99999999999946,None
10,N1,100011,bridge,ADUPUR CULVERT,23.6943023869158,90.5377073719626,6.3,A
11,N1,100012,link,Link,23.693331269392452,90.5393128808411,398.99999999999915,None
12,N1,100013,bridge,NAYABARI KASPUR BOX CULVERT,23.6923601518691,90.5409183897196,8.3,A
13,N1,100014,link,Link,23.6916360416921,90.54319044273855,512.0000000000005,None
14,N1,100015,bridge,NAYABARI BOX CULVERT,23.6909119315151,90.5454624957575,10.6,B
15,N1,100016,link,Link,23.68966212876775,90.54701051241955,431.0000000000009,None
16,N1,100017,bridge,KHAS PARA BOX CULVERT,23.6884123260204,90.5485585290816,9.3,A
17,N1,100018,link,Link,23.6883660295918,90.5486041683673,13.999999999999346,None
18,N1,100019,bridge,DAWAN BAG BOX CULVERT,23.6883197331632,90.548649807653,6.1,A
19,N1,100020,link,Link,23.686951380095103,90.54992889436701,407.0,None
20,N1,100021,bridge,Madanpur Bridge.(L),23.685583027027,90.551207981081,27.5,A
21,N1,100022,link,Link,23.681693263513502,90.55351370804046,913.9999999999997,None
22,N1,100023,bridge,KAWTALA BOX CULVERT,23.6778035,90.5558194349999,11.9,A
23,N1,100024,link,Link,23.67055628480745,90.55983821489846,1891.0,None
24,N1,100025,bridge,MALIBAG BOX CULVERT,23.6633090696149,90.563856994797,5.55,B
25,N1,100026,link,Link,23.65886738736425,90.5702936098985,1669.0000000000005,None
26,N1,100027,bridge,Langalbandh Bridge.,23.6544257051136,90.576730225,159.52,C
27,N1,100028,link,Link,23.6541989825568,90.5770703225,88.00000000000097,None
28,N1,100029,bridge,Darikandi Bridge (R),23.65397226,90.57741042,20.45,A
29,N1,100030,link,Link,23.6518633296774,90.58097971427415,870.9999999999986,None
30,N1,100031,bridge,Sonakhal Bridge(L),23.6497543993548,90.5845490085483,25.5,A
31,N1,100032,link,Link,23.647861497135,90.5868804949521,649.0000000000009,None
32,N1,100033,bridge,MOLLIK PARA BRIDGE (R),23.6459685949152,90.5892119813559,40.5,C
33,N1,100034,link,Link,23.6419614832268,90.5914396895241,1018.0000000000007,None
34,N1,100035,bridge,KRIBORDI BOX CULVERT,23.6379543715384,90.5936673976923,6.0,A
35,N1,100036,link,Link,23.6358797957692,90.59553074134615,636.9999999999969,None
36,N1,100037,bridge,SHADIPUR BOX CULVERT,23.63380522,90.597394085,10.4,B
37,N1,100038,link,Link,23.6311360353846,90.59984782865385,787.0000000000026,None
38,N1,100039,bridge,Marikhali Bridge(L),23.6284668507692,90.6023015723077,86.92,A
39,N1,100040,link,Link,23.624175036860002,90.6053272287768,1143.9999999999984,None
40,N1,100041,bridge,SANGAKADI CULVERT,23.6198832229508,90.6083528852459,5.5,B
41,N1,100042,link,Link,23.61876200971065,90.60895174791705,268.0000000000007,None
42,N1,100043,bridge,ASHIR CHAR (Right),23.6176407964705,90.6095506105882,224.8,A
43,N1,100044,link,Link,23.615614090427748,90.61022678336894,484.99999999999943,None
44,N1,100045,bridge,Asharirchar-2 Bridge.(R),23.613587384385,90.6109029561497,119.32,A
45,N1,100046,link,Link,23.60817348647165,90.61321732635861,1312.0000000000011,None
46,N1,100047,bridge,Meghna Bridge,23.6027595885583,90.6155316965675,924.85,A
47,N1,100048,link,Link,23.5978707356738,90.6217508168297,1721.9999999999977,None
48,N1,100049,bridge,TATULTALA CULVERT,23.5929818827893,90.6279699370919,5.6,A
49,N1,100050,link,Link,23.59189536876805,90.62910339845101,337.0000000000033,None
50,N1,100051,bridge,BAILAKANDI CULVERT,23.5908088547468,90.6302368598101,5.5,A
51,N1,100052,link,Link,23.588563488643402,90.6323731402597,667.9999999999993,None
52,N1,100053,bridge,MALUAKANDI CULVEDRT,23.58631812254,90.6345094207093,5.6,A
53,N1,100054,link,Link,23.58214907369375,90.6382143648516,1195.0000000000002,None
54,N1,100055,bridge,Bhater char Bridge (L),23.5779800248475,90.6419193089939,172.1,A
55,N1,100056,link,Link,23.574805325272,90.64366761633906,823.0000000000005,None
56,N1,100057,bridge,Anarpara Bridge (L),23.5716306256965,90.6454159236842,29.85,A
57,N1,100058,link,Link,23.5688170106743,90.6470198242062,703.999999999997,None
58,N1,100059,bridge,VITIKANDA - ANAR PUR CULVERT,23.5660033956521,90.6486237247282,34.7,A
59,N1,100060,link,Link,23.56259721264085,90.65218564754925,1066.0000000000025,None
60,N1,100061,bridge,Alipur bridge(R),23.5591910296296,90.6557475703703,27.4,A
61,N1,100062,link,Link,23.55744965987805,90.6577444974636,564.0,None
62,N1,100063,bridge,Bhaber char Bridge(R),23.5557082901265,90.6597414245569,29.85,A
63,N1,100064,link,Link,23.55372524042405,90.6620476499073,649.0000000000009,None
64,N1,100065,bridge,Baushia Bridge(R),23.5517421907216,90.6643538752577,29.87,A
65,N1,100066,link,Link,23.5497399676822,90.66670464253954,655.9999999999989,None
66,N1,100067,bridge,PURRANBUICHE BOX CULVERT,23.5477377446428,90.6690554098214,9.1,A
67,N1,100068,link,Link,23.54768119419635,90.6691237377232,18.99999999999835,None
68,N1,100069,bridge,NOYAPARA,23.5476246437499,90.669192065625,5.2,A
69,N1,100070,link,Link,23.54515503749995,90.6720106390625,795.0000000000017,None
70,N1,100071,bridge,Madhya Baushia Bridge(L),23.54268543125,90.6748292125,72.49,A
71,N1,100072,link,Link,23.541038224025,90.67664350065,519.999999999996,None
72,N1,100073,bridge,BOCTAR KANDI BOX CULVERT,23.5393910168,90.6784577888,5.1,C
73,N1,100074,link,Link,23.5353953386611,90.68295335738,1297.000000000004,None
74,N1,100075,bridge,Baushia bazar Bridge( L ),23.5313996605222,90.68744892596,25.45,A
75,N1,100076,link,Link,23.530775811586402,90.68862205484746,298.9999999999995,None
76,N1,100077,bridge,CHAR BOUSHEA (2),23.5301519626506,90.6897951837349,8.4,A
77,N1,100078,link,Link,23.530268217975298,90.69611772901746,1302.9999999999973,None
78,N1,100079,bridge,Daudkandi Bridge.,23.5303844733,90.7024402743,1408.8,A
79,N1,100080,link,Link,23.53140153665,90.71336049885,2294.000000000004,None
80,N1,100081,bridge,Baldhakhal Bridge,23.5324186,90.7242807234,23.1,C
81,N1,100082,link,Link,23.532088691599952,90.72672936645,555.9999999999974,None
82,N1,100083,bridge,MAIS PARA BOX CULVERT,23.5317587831999,90.7291780095,6.0,B
83,N1,100084,link,Link,23.53078192214995,90.74371562975,3076.0000000000005,None
84,N1,100085,bridge,SHAHID NAGIR,23.5298050611,90.75825325,16.5,C
85,N1,100086,link,Link,23.530285294660402,90.76916648757665,2228.0000000000014,None
86,N1,100087,bridge,SARKAR BARI CULVERT,23.5307655282208,90.7800797251533,3.9,C
87,N1,100088,link,Link,23.5308169345816,90.785943621163,1707.0000000000007,None
88,N1,100089,bridge,AMIRABATH SLAB CULVERT,23.5308683409424,90.7918075171727,6.5,C
89,N1,100090,link,Link,23.5313459087212,90.80141151533635,1512.9999999999982,None
90,N1,100091,bridge,Ginlatoly bridge,23.5318234765,90.8110155135,15.9,A
91,N1,100092,link,Link,23.5323989028,90.82099649484995,2173.9999999999995,None
92,N1,100093,bridge,RAIPUR BOX CULVERT,23.5329743291,90.8309774761999,12.2,A
93,N1,100094,link,Link,23.52794549715,90.83759804469994,1755.0000000000025,None
94,N1,100095,bridge,AITAL BANGA BOX CULVERT,23.5229166652,90.8442186132,4.5,C
95,N1,100096,link,Link,23.5165022117035,90.85996950836764,3692.9999999999977,None
96,N1,100097,bridge,Illiot bazar Bridge,23.510087758207,90.8757204035353,28.9,C
97,N1,100098,link,Link,23.508045096153502,90.88894747121765,2832.000000000001,None
98,N1,100099,bridge,KHAT GHOR BOX CULVERT,23.5060024341,90.9021745389,5.9,B
99,N1,100100,link,Link,23.505807787850003,90.91182028035,1991.9999999999973,None
100,N1,100101,bridge,BAKRA BOX CULVERT,23.5056131416,90.9214660218,3.0,B
101,N1,100102,link,Link,23.5040104632,90.9323539573,2268.000000000001,None
102,N1,100103,bridge,MATIA BAZER,23.5024077848,90.9432418928,6.0,B
103,N1,100104,link,Link,23.5018814886,90.94531315084996,439.9999999999977,None
104,N1,100105,bridge,SONAPUR BOX CULVERT,23.5013551924,90.9473844088999,3.0,A
105,N1,100106,link,Link,23.4986257532,90.95948083024994,2640.0000000000005,None
106,N1,100107,bridge,KARON KHAL SLAB CULVERT,23.495896314,90.9715772516,4.6,B
107,N1,100108,link,Link,23.4945845643,90.9801486466,1862.000000000009,None
108,N1,100109,bridge,MILL GHAT BOX CULVERT,23.4932728146,90.9887200416,4.5,A
109,N1,100110,link,Link,23.4900767041627,91.0031433671235,3115.9999999999995,None
110,N1,100111,bridge,CHANDINA- SHAHA PARA RCC GIDER GRIDGE,23.4868805937254,91.017566692647,23.1,C
111,N1,100112,link,Link,23.484333958515947,91.0319507888608,3122.9999999999905,None
112,N1,100113,bridge,CORI PAI BOX CULVERT,23.4817873233065,91.0463348850746,4.6,B
113,N1,100114,link,Link,23.48176857658745,91.05134492687941,1033.0000000000014,None
114,N1,100115,bridge,COREPAI BOX CULVERT,23.4817498298684,91.0563549686842,4.6,B
115,N1,100116,link,Link,23.4811814579342,91.0618823689421,1168.9999999999968,None
116,N1,100117,bridge,NIMSHAR SLAB CULVERT,23.480613086,91.0674097692,1.5,A
117,N1,100118,link,Link,23.479142685550002,91.07607520425,1901.0000000000105,None
118,N1,100119,bridge,KABILA DUBARCHAR SLAB CULVERT,23.4776722851,91.0847406393,1.0,C
119,N1,100120,link,Link,23.4778940950191,91.0958869233537,2566.999999999993,None
120,N1,100121,bridge,NAZIRA BOX CULVERT,23.4781159049382,91.1070332074074,3.0,B
121,N1,100122,link,Link,23.47876214650575,91.1154626449881,1487.9999999999995,None
122,N1,100123,bridge,TIPRA BAZAR BOX CULVERT,23.4794083880733,91.1238920825688,1.4,A
123,N1,100124,link,Link,23.47947665603665,91.1264696132844,552.0000000000067,None
124,N1,100125,bridge,AMTOLI SLAB CULVERT,23.479544924,91.129047144,2.9,A
125,N1,100126,link,Link,23.4615894419136,91.13920697955939,4723.999999999989,None
126,N1,100127,bridge,DHANPUR RCC GIDER BRIDGE,23.4436339598272,91.1493668151188,23.4,A
127,N1,100128,link,Link,23.432441365159498,91.15863057617764,3379.000000000005,None
128,N1,100129,bridge,Paduar Bazar Bridge,23.4212487704918,91.1678943372365,35.97,C
129,N1,100130,link,Link,23.4165905967538,91.18089866107854,2507.9999999999955,None
130,N1,100131,bridge,Mostapur Bridge,23.4119324230158,91.1939029849206,27.35,C
131,N1,100132,link,Link,23.40479212140225,91.20866255980326,3657.000000000011,None
132,N1,100133,bridge,RAZAPARA RCC GIDER BRIDGE,23.3976518197887,91.2234221346859,27.9,A
133,N1,100134,link,Link,23.38450829764435,91.23421983809291,3680.9999999999973,None
134,N1,100135,bridge,Suagazi Bridge.,23.3713647755,91.2450175414999,30.48,A
135,N1,100136,link,Link,23.36176422646905,91.25115430808614,2518.000000000001,None
136,N1,100137,bridge,LAL BAG RCC GIDER BRIDGE,23.3521636774381,91.2572910746724,22.8,C
137,N1,100138,link,Link,23.34741757471905,91.26088835533619,1296.999999999997,None
138,N1,100139,bridge,CHANSIRI BOXCUIVERT,23.342671472,91.264485636,14.3,A
139,N1,100140,link,Link,23.3364088522,91.2696824592,1766.0000000000055,None
140,N1,100141,bridge,MIABAZAR BOX CULVERT,23.3301462324,91.2748792824,24.0,A
141,N1,100142,link,Link,23.3241079596569,91.27898300728505,1605.9999999999945,None
142,N1,100143,bridge,NOYA BAZER BOX CULVERT,23.3180696869138,91.2830867321701,9.2,A
143,N1,100144,link,Link,23.31321548001995,91.2848327178218,1164.0000000000014,None
144,N1,100145,bridge,DOLL BARI CULVERT,23.3083612731261,91.2865787034735,19.2,B
145,N1,100146,link,Link,23.3058959590796,91.2877778716043,608.0000000000041,None
146,N1,100147,bridge,DHARMA PUR SLAB CULVERT,23.3034306450331,91.2889770397351,2.6,B
147,N1,100148,link,Link,23.30069908610035,91.28999558836466,653.9999999999964,None
148,N1,100149,bridge,LALGORE BEZER CULVERT,23.2979675271676,91.2910141369942,3.2,A
149,N1,100150,link,Link,23.2938370829065,91.29198630405486,957.9999999999984,None
150,N1,100151,bridge,SUPUYA BOX CULVERT,23.2897066386454,91.2929584711155,13.4,A
151,N1,100152,link,Link,23.28595078224255,91.2948119904027,959.9999999999937,None
152,N1,100153,bridge,BOWCHI BAZAR CULVERT,23.2821949258397,91.2966655096899,4.6,B
153,N1,100154,link,Link,23.27760693791985,91.29981584894495,1248.0000000000045,None
154,N1,100155,bridge,AMAN GONG SLAB CULVERT,23.27301895,91.3029661882,6.3,B
155,N1,100156,link,Link,23.2674275220297,91.3049939634069,1335.000000000008,None
156,N1,100157,bridge,RANGAMATIA (1) BOX CULVERT,23.2618360940594,91.3070217386138,3.0,B
157,N1,100158,link,Link,23.260626372029698,91.30719141930689,273.9999999999867,None
158,N1,100159,bridge,RANGOWATIA 2 CULVERT,23.25941665,91.3073611,3.0,B
159,N1,100160,link,Link,23.258529813744047,91.30748837470375,199.00000000001228,None
160,N1,100161,bridge,NOWA PARA BOX CULVERT,23.2576429774881,91.3076156494075,3.6,B
161,N1,100162,link,Link,23.255194658649252,91.3080041449644,548.9999999999924,None
162,N1,100163,bridge,HARISHARDE CULVERT,23.2527463398104,91.3083926405213,4.5,B
163,N1,100164,link,Link,23.24856892620145,91.30989793489024,1013.0000000000052,None
164,N1,100165,bridge,SONAGATI BOX CULVERT,23.2443915125925,91.3114032292592,2.5,B
165,N1,100166,link,Link,23.2436477872778,91.31168859162345,182.00000000000216,None
166,N1,100167,bridge,BALUJURI BOX CULVERT,23.2429040619631,91.3119739539877,19.2,B
167,N1,100168,link,Link,23.241348046465,91.3122740200171,357.9999999999899,None
168,N1,100169,bridge,BALUZURI 2 CULVERT,23.2397920309669,91.3125740860465,2.6,A
169,N1,100170,link,Link,23.2379339913096,91.31278214186045,422.00000000001125,None
170,N1,100171,bridge,KALIR BAZAR BOX CULVERT,23.2360759516523,91.3129901976744,2.5,A
171,N1,100172,link,Link,23.232497771808248,91.31320613276574,806.999999999988,None
172,N1,100173,bridge,KALIA BAZER BOC CULVERT,23.2289195919642,91.3134220678571,3.1,B
173,N1,100174,link,Link,23.22741901961075,91.3134958927893,334.0000000000032,None
174,N1,100175,bridge,CHAUDDAGARAM BOX CULVERT,23.2259184472573,91.3135697177215,2.6,B
175,N1,100176,link,Link,23.2239761725175,91.31363515552741,438.0000000000024,None
176,N1,100177,bridge,CHADDAGRAM BAZAR BOX CULVERT,23.2220338977777,91.3137005933333,6.0,A
177,N1,100178,link,Link,23.217614734961252,91.3145251668616,1006.0000000000002,None
178,N1,100179,bridge,HAYDAR POLE BOX CULVERT,23.2131955721448,91.3153497403899,14.3,B
179,N1,100180,link,Link,23.20911710046925,91.3158332343324,932.9999999999927,None
180,N1,100181,bridge,FALGUNCORA CULVERT,23.2050386287937,91.3163167282749,6.1,A
181,N1,100182,link,Link,23.200613712084703,91.31699361760565,1036.0000000000014,None
182,N1,100183,bridge,ATTOCK GRAM BOX CULVERT,23.1961887953757,91.3176705069364,6.1,A
183,N1,100184,link,Link,23.19181191040295,91.31928781933814,1078.000000000003,None
184,N1,100185,bridge,BOSONTA PUR BOX CULVERT,23.1874350254302,91.3209051317399,6.1,C
185,N1,100186,link,Link,23.184615420206953,91.32089194160285,665.0000000000063,None
186,N1,100187,bridge,BASHONTA PUR (2),23.1817958149837,91.3208787514658,9.5,B
187,N1,100188,link,Link,23.1772115234259,91.32072810787575,1063.999999999993,None
188,N1,100189,bridge,NANKORA BOX CULVERT,23.1726272318681,91.3205774642857,3.1,B
189,N1,100190,link,Link,23.168070549393597,91.32108320537515,1037.9999999999968,None
190,N1,100191,bridge,ANDAJER BAZER BOX CULVERT,23.1635138669191,91.3215889464646,9.5,A
191,N1,100192,link,Link,23.1581251809279,91.3229534118399,1225.0000000000086,None
192,N1,100193,bridge,DIMATOLI (1) BOX CULVERT,23.1527364949367,91.3243178772152,6.3,B
193,N1,100194,link,Link,23.14820163143505,91.325492962123,1093.999999999994,None
194,N1,100195,bridge,DIMATOLY (2) BOX CULVERT,23.1436667679334,91.3266680470308,3.5,B
195,N1,100196,link,Link,23.14132804398395,91.32651329095924,524.0000000000009,None
196,N1,100197,bridge,JAGARNATHPUR BOX CULVERT,23.1389893200345,91.3263585348877,6.1,B
197,N1,100198,link,Link,23.136126644315652,91.32695247568435,664.0000000000157,None
198,N1,100199,bridge,JAGOT PUR BOX CULVERT,23.1332639685968,91.327546416481,3.0,B
199,N1,100200,link,Link,23.12925016318725,91.32896639268489,956.9999999999936,None
200,N1,100201,bridge,HASO BOTHACH BOX CULVERT,23.1252363577777,91.3303863688888,6.5,A
201,N1,100202,link,Link,23.122466867598497,91.331601440896,664.999999999992,None
202,N1,100203,bridge,FOKIR BAZAR SLAB CULVERT,23.1196973774193,91.3328165129032,4.5,B
203,N1,100204,link,Link,23.11776126640965,91.3339554989516,502.00000000000955,None
204,N1,100205,bridge,KAKKARA CULVERT,23.1158251554,91.335094485,5.3,B
205,N1,100206,link,Link,23.1116268002694,91.33757201430555,1075.9999999999934,None
206,N1,100207,bridge,Chanara Box Culvert,23.1074284451388,91.3400495436111,6.1,A
207,N1,100208,link,Link,23.10459238289545,91.34160627126205,717.9999999999893,None
208,N1,100209,bridge,CHANGARPULL(II) BOX CULVERT,23.1017563206521,91.343162998913,3.1,B
209,N1,100210,link,Link,23.09955378668965,91.34432931491105,552.9999999999973,None
210,N1,100211,bridge,ADONCORA,23.0973512527272,91.3454956309091,9.5,B
211,N1,100212,link,Link,23.0951905448229,91.3466632347859,548.0000000000018,None
212,N1,100213,bridge,PODOYA BOX CULVERT,23.0930298369186,91.3478308386627,3.1,A
213,N1,100214,link,Link,23.090052603966498,91.34952049396901,749.0000000000236,None
214,N1,100215,bridge,FOEALTPARA BOX CULVERT,23.0870753710144,91.3512101492753,9.25,B
215,N1,100216,link,Link,23.084533162072653,91.3526956483568,651.9999999999868,None
216,N1,100217,bridge,UTTOR KAIEATI CULVERT,23.0819909531309,91.3541811474383,3.5,A
217,N1,100218,link,Link,23.0799778289153,91.3553908252857,524.0000000000009,None
218,N1,100219,bridge,KOKALI BOX CULVERT,23.0779647046997,91.3566005031331,14.2,B
219,N1,100220,link,Link,23.07408144434985,91.35845135156654,956.9999999999936,None
220,N1,100221,bridge,DUTHOSHA BOX CULVERT,23.070198184,91.3603022,6.1,B
221,N1,100222,link,Link,23.06547275866665,91.36108233095236,1097.0000000000084,None
222,N1,100223,bridge,MOHAMMAD ALI MAZAR,23.0607473333333,91.3618624619047,4.0,B
223,N1,100224,link,Link,23.0493600694444,91.3637704671703,2578.0000000000027,None
224,N1,100225,bridge,FATAPUR BOX CULVERT,23.0379728055555,91.3656784724359,10.8,A
225,N1,100226,link,Link,23.032476461314303,91.365589478204,1262.0000000000005,None
226,N1,100227,bridge,DEBIPUR SLAB CULVERT,23.0269801170731,91.3655004839721,1.6,A
227,N1,100228,link,Link,23.019692479057703,91.37174004947789,2145.9999999999864,None
228,N1,100229,bridge,CHARIPUR CULVERT.,23.0124048410423,91.3779796149837,3.4,A
229,N1,100230,link,Link,23.00582679852115,91.38687740749185,2356.999999999999,None
230,N1,100231,bridge,RAMPUR BOX CULVERT,22.999248756,91.3957752,1.5,A
231,N1,100232,link,Link,22.9969884176401,91.39903234503815,855.0000000000182,None
232,N1,100233,bridge,RAMPUR BRIDGE,22.9947280792802,91.4022894900763,23.4,A
233,N1,100234,link,Link,22.97808840810855,91.4226428463895,5691.999999999979,None
234,N1,100235,bridge,Lemua Bridge(L),22.9614487369369,91.4429962027027,98.87,C
235,N1,100236,link,Link,22.95502630180175,91.461247793018,4188.000000000016,None
236,N1,100237,bridge,FAZAILPUR BOXCULVERT,22.9486038666666,91.4794993833333,1.5,A
237,N1,100238,link,Link,22.94910823783565,91.49078314142966,2347.9999999999845,None
238,N1,100239,bridge,MUHURI BRIDGE,22.9496126090047,91.502066899526,191.5,B
239,N1,100240,link,Link,22.9322886575725,91.51417821730685,4804.000000000002,None
240,N1,100241,bridge,DumGhat Bridge(L),22.9149647061403,91.5262895350877,222.43,A
241,N1,100242,link,Link,22.91233879727075,91.52760901926794,641.9999999999959,None
242,N1,100243,bridge,BUMGAT BOXCULVERT,22.9097128884012,91.5289285034482,6.1,A
243,N1,100244,link,Link,22.90697959196175,91.53027914053004,654.0000000000248,None
244,N1,100245,bridge,BOROYAR PARA SLUB CULVERT,22.9042462955223,91.5316297776119,3.0,A
245,N1,100246,link,Link,22.89794244776115,91.53355083880595,1483.9999999999804,None
246,N1,100247,bridge,BAROYARHAT BOX CULVERT,22.8916386,91.5354719,3.0,A
247,N1,100248,link,Link,22.883168647058802,91.5381777823529,1969.9999999999989,None
248,N1,100249,bridge,UTTOR SONAPAR BOX CULVERT,22.8746986941176,91.5408836647058,4.3,A
249,N1,100250,link,Link,22.873710364504802,91.54123977066226,241.00000000001387,None
250,N1,100251,bridge,CHAIRMEN BARI BOX CULVERT,22.872722034892,91.5415958766187,2.0,A
251,N1,100252,link,Link,22.87038920255235,91.5424461053306,550.9999999999877,None
252,N1,100253,bridge,MADDAM SONAPAR(1) BOX CULVERT,22.8680563702127,91.5432963340425,1.5,A
253,N1,100254,link,Link,22.8645220287318,91.5442257528778,829.0000000000077,None
254,N1,100255,bridge,DHARBAR TILA CULVERT,22.8609876872509,91.5451551717131,4.3,A
255,N1,100256,link,Link,22.860236237755,91.54531758524925,174.0000000000066,None
256,N1,100257,bridge,MADDUM SONAPHAR-3,22.8594847882591,91.5454799987854,2.0,A
257,N1,100258,link,Link,22.8577706777659,91.54559943484725,394.00000000000546,None
258,N1,100259,bridge,MAMAFOUN ASTANA CULVERT,22.8560565672727,91.5457188709091,1.5,A
259,N1,100260,link,Link,22.855602050008,91.5457705279324,107.99999999997567,None
260,N1,100261,bridge,MAMAFAKIR ASTANA SLAB CULVERT,22.8551475327433,91.5458221849557,1.5,A
261,N1,100262,link,Link,22.851882404606897,91.54609639836019,739.0000000000043,None
262,N1,100263,bridge,MASTANNAGOR BONCUL(1),22.8486172764705,91.5463706117647,8.5,A
263,N1,100264,link,Link,22.84700438297205,91.54691976640865,381.0000000000002,None
264,N1,100265,bridge,MUSTAU NOGAR(2),22.8453914894736,91.5474689210526,3.0,A
265,N1,100266,link,Link,22.8444233134868,91.5478092386513,235.00000000001364,None
266,N1,100267,bridge,MASTARI HAGOR 3 CULVERT,22.8434551375,91.54814955625,1.5,A
267,N1,100268,link,Link,22.842274735463853,91.54847962571705,274.0000000000009,None
268,N1,100269,bridge,MUSTAN NAGAR -4,22.8410943334277,91.5488096951841,3.0,A
269,N1,100270,link,Link,22.8369205513348,91.5494565983209,944.9999999999932,None
270,N1,100271,bridge,RAIPUR BOX CUL-1,22.8327467692419,91.5501035014577,3.0,A
271,N1,100272,link,Link,22.83185405572185,91.5503031780224,209.00000000000318,None
272,N1,100273,bridge,RAIPUR (2) BOX CULVERT,22.8309613422018,91.5505028545871,4.5,A
273,N1,100274,link,Link,22.82766599999995,91.55159719999995,771.9999999999914,None
274,N1,100275,bridge,PURPU DURGAPURE BOX CUL,22.8243706577981,91.5526915454128,12.4,C
275,N1,100276,link,Link,22.817967047722547,91.55447387917695,1462.0000000000175,None
276,N1,100277,bridge,MUCHIPOOL CULVERT,22.811563437647,91.5562562129411,9.5,B
277,N1,100278,link,Link,22.802872394989798,91.55960873760645,2115.9999999999854,None
278,N1,100279,bridge,MIRSARAI BOX CUL,22.7941813523326,91.5629612622718,4.5,A
279,N1,100280,link,Link,22.78818912209185,91.56603191423446,1486.9999999999948,None
280,N1,100281,bridge,MIRAISORI BRIDGE,22.7821968918511,91.5691025661971,23.2,B
281,N1,100282,link,Link,22.77819699192555,91.5709881590985,974.9999999999943,None
282,N1,100283,bridge,Mirsorai(2) box culvert,22.774197092,91.5728737519999,6.0,A
283,N1,100284,link,Link,22.772224379049,91.57398213655429,493.0000000000234,None
284,N1,100285,bridge,IANAINIPOL BOX CULVERT.,22.770251666098,91.5750905211087,9.7,A
285,N1,100286,link,Link,22.766657178744353,91.57777220161395,977.9999999999802,None
286,N1,100287,bridge,BOKIMTOLA BOX CULVERT,22.7630626913907,91.5804538821192,4.0,A
287,N1,100288,link,Link,22.758314007951398,91.58452715288885,1358.000000000004,None
288,N1,100289,bridge,VARTAKA BOX CULVERT,22.7535653245121,91.5886004236585,12.9,A
289,N1,100290,link,Link,22.752102337040498,91.5897422303637,403.99999999999636,None
290,N1,100291,bridge,VARTAGIA BOX CULVERT,22.7506393495689,91.5908840370689,3.0,A
291,N1,100292,link,Link,22.7475765009563,91.59264196430266,784.0000000000202,None
292,N1,100293,bridge,BOTHAGIA (-3) BOX CULVERT,22.7445136523437,91.5943998915364,8.1,B
